Área comercial,Municipio,Estado,UF do estado,Equipe comercial,Porte,Contatos
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Mundo Novo,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Batayporã,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Canutama,Amazonas,AM,Converge - AM/RR/AP,Porte 1 - Pequenas contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Prodasp - PR,Pitangueiras,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Madre de Deus,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Madre de Deus,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Bandeirantes,Paraná,PR,Publis - PR,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Autazes,Amazonas,AM,Converge - AM/RR/AP,Porte 2 -  Médias contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Delta - RS,Mata,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Sistemática - PA,Trairão,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Placas,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Bujaru,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Teixeirópolis,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,São Francisco do Guaporé,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Primavera de Rondônia,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Parecis,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Candeias do Jamari,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Alvorada d'Oeste,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Santa Luzia d'Oeste,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Costa Marques,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Santo Antônio do Içá,Amazonas,AM,Converge - AM/RR/AP,Porte 2 -  Médias contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
ASI - MG,Santa Maria de Itabira,Minas Gerais,MG,ASI - MG,Porte 1 - Pequenas contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
Solução Tecnologia - MG,Marliéria,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Inimutaba,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Iapu,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Socorro,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
BW Sistemas - SP,Santa Fé do Sul,São Paulo,SP,BW Sistemas - SP,Porte 2 -  Médias contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Rincão,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Solução Tecnologia - MG,Belo Oriente,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sigma - MG,Andradas,Minas Gerais,MG,Sigma - MG,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Alto Caparaó,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Nova Xavantina,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Denise,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Jacuizinho,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Prodasp - PR,Pitangueiras,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Arroio do Tigre,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Publis - PR,Nova Santa Bárbara,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Casp Vale - SP,São José dos Campos,São Paulo,SP,Casp Vale - SP,Porte 3 -  Grandes Contas,"(Financeiro — 12 99603-1032
Técnico (Contabilidade/Planejamento/Tesouraria) — 12 99603-1030
Arrecadação e Fiscalização — 12 99745-7223 / 17 99677-1552
Recursos Humanos — 12 99732-7222 / 12 98863-8657
Compras e Contratos — 12 99760-3872 / 17 99677-1552
Saúde e Farmácia — 12 99786-2759 )| contato@caspvale.com.br
| https://www.caspvale.com.br/index.html"
Rafael Cardoso Cruz,Tubarão,Santa Catarina,SC,Grandes Contas (SC e PR),Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Matriz - MG (Solução),Timóteo,Minas Gerais,MG,Pequenas Contas - (Solução - MG),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Casp Vale - SP,São José do Barreiro,São Paulo,SP,Casp Vale - SP,Porte 1 - Pequenas contas,"(Financeiro — 12 99603-1032
Técnico (Contabilidade/Planejamento/Tesouraria) — 12 99603-1030
Arrecadação e Fiscalização — 12 99745-7223 / 17 99677-1552
Recursos Humanos — 12 99732-7222 / 12 98863-8657
Compras e Contratos — 12 99760-3872 / 17 99677-1552
Saúde e Farmácia — 12 99786-2759 )| contato@caspvale.com.br
| https://www.caspvale.com.br/index.html"
Delta - RS,Mata,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Status - AC,Sena Madureira,Acre,AC,Status - AC,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Vista Sistemas - PR,Santo Antônio do Paraíso,Paraná,PR,Vista Sistemas - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CMM - MG,Pará de Minas,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Theorema - PR,Sertaneja,Paraná,PR,Theorema - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CMM - MG,Pará de Minas,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Staf Sistemas - MS,Porto Murtinho,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ,Cambuci,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ,Cambuci,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Mirante do Paranapanema,São Paulo,SP,CSM - SP,Porte 1 - Pequenas contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Converge - AM,Careiro,Amazonas,AM,Converge - AM/RR/AP,Porte 2 -  Médias contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Staf Sistemas - MS,Maracaju,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Prodasp - PR,Munhoz de Melo,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CMM - MG,Conselheiro Lafaiete,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
CMM - MG,Ribeirão das Neves,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Projeta - RJ,Cambuci,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ,Cambuci,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,Maravilha,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 2 -  Médias contas,Canal Direto: (49) 3433-3478
Staf Sistemas - MS,Lucas do Rio Verde,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Itacoatiara,Amazonas,AM,Converge - AM/RR/AP,Porte 3 -  Grandes Contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Converge - AM,Itacoatiara,Amazonas,AM,Converge - AM/RR/AP,Porte 3 -  Grandes Contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Tosper - BA,Piatã,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Lucas do Rio Verde,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Lucas do Rio Verde,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Coruripe,Alagoas,AL,Pequenas Contas - (Tosper - BA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Pinhal da Serra,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Sigein Sistemas - RJ,Sapucaia,Rio de Janeiro,RJ,Sigein - RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Itacoatiara,Amazonas,AM,Converge - AM/RR/AP,Porte 3 -  Grandes Contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Converge - AM,Itacoatiara,Amazonas,AM,Converge - AM/RR/AP,Porte 3 -  Grandes Contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Status - AC,Santa Rosa do Purus,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Ipiaú,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Status - AC,Brasiléia,Acre,AC,Status - AC,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Novo Horizonte do Sul,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - CE,Itaitinga,Ceará,CE,Publis - CE,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Espyl - PR,Campo Mourão,Paraná,PR,Espyl - PR,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ,Cachoeiras de Macacu,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Campo Bom,Rio Grande do Sul,RS,Delta - RS,Porte 2 -  Médias contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Staf Sistemas - MS,Deodápolis,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Boninal,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Santo Antônio do Içá,Amazonas,AM,Converge - AM/RR/AP,Porte 2 -  Médias contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Sispel - RO,Teixeirópolis,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - CE,Itaitinga,Ceará,CE,Publis - CE,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,São Francisco do Guaporé,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Santa Luzia d'Oeste,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Parecis,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Monte Negro,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Trairão,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Pauini,Amazonas,AM,Converge - AM/RR/AP,Porte 1 - Pequenas contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Sistemática - PA,Rurópolis,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Rurópolis,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Juruti,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Juruti,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Bujaru,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Costa Marques,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sistemática - PA,Placas,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Candeias do Jamari,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Alvorada d'Oeste,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Coruripe,Alagoas,AL,Pequenas Contas - (Tosper - BA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Alto Alegre dos Parecis,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Status - AC,Santa Rosa do Purus,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Jaboticabal,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Status - AC,Rio Branco,Acre,AC,Status - AC,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sigma - MG,Campos Gerais,Minas Gerais,MG,Sigma - MG,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Capitão Andrade,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Fontoura Xavier,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Solução Tecnologia - MG,Carlos Chagas,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Antônio Dias,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ (Parciais),Volta Redonda,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Estrela Velha,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
